"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATAMTRDVR","EQ","24-Jun-2019","         76.65","         76.70","         77.95","         75.25","         77.50","         77.70","         76.76","    3862527","           296493492.45","      18797","    1400923","         36.27"
"TATAMTRDVR","EQ","25-Jun-2019","         77.70","         76.70","         78.30","         76.35","         77.90","         77.95","         77.51","    3958246","           306806219.60","      23280","     782659","         19.77"
"TATAMTRDVR","EQ","26-Jun-2019","         77.95","         77.85","         79.00","         77.35","         78.40","         78.55","         78.37","    2636367","           206606125.80","      18374","     841977","         31.94"
"TATAMTRDVR","EQ","27-Jun-2019","         78.55","         79.05","         82.70","         78.60","         81.50","         81.75","         81.22","    8122413","           659736605.90","      39147","    2388362","         29.40"
"TATAMTRDVR","EQ","28-Jun-2019","         81.75","         82.15","         82.35","         79.15","         79.70","         79.65","         80.45","    2931447","           235849473.60","      13546","     736899","         25.14"
"TATAMTRDVR","EQ","01-Jul-2019","         79.65","         80.50","         82.35","         80.00","         81.75","         81.75","         81.57","    4189396","           341718326.00","      14093","    1586660","         37.87"
"TATAMTRDVR","EQ","02-Jul-2019","         81.75","         81.75","         81.75","         78.40","         79.75","         79.75","         79.64","    2159111","           171961980.45","       9939","     257135","         11.91"
"TATAMTRDVR","EQ","03-Jul-2019","         79.75","         79.95","         81.15","         78.75","         80.25","         80.20","         80.15","    3221900","           258229679.80","      12589","    1308952","         40.63"
"TATAMTRDVR","EQ","04-Jul-2019","         80.20","         80.40","         82.50","         79.60","         81.30","         80.70","         81.24","    4150922","           337234009.95","      13264","    1490393","         35.91"
"TATAMTRDVR","EQ","05-Jul-2019","         80.70","         81.20","         81.50","         77.55","         77.65","         77.95","         79.81","    2248382","           179453479.40","      10974","     575756","         25.61"
"TATAMTRDVR","EQ","08-Jul-2019","         77.95","         77.70","         77.70","         74.50","         75.00","         74.90","         75.44","    1951501","           147222263.85","      10370","     519697","         26.63"
"TATAMTRDVR","EQ","09-Jul-2019","         74.90","         74.75","         75.85","         74.00","         74.80","         74.80","         74.89","    2076193","           155489127.25","       8776","     403522","         19.44"
"TATAMTRDVR","EQ","10-Jul-2019","         74.80","         75.45","         75.45","         71.60","         73.15","         73.10","         72.78","    4616241","           335979923.00","      22237","    1068811","         23.15"
"TATAMTRDVR","EQ","11-Jul-2019","         73.10","         74.00","         76.50","         72.50","         75.85","         76.00","         74.73","    3434392","           256667661.00","      21236","     731564","         21.30"
"TATAMTRDVR","EQ","12-Jul-2019","         76.00","         75.70","         79.10","         74.70","         77.25","         77.15","         77.04","    2990017","           230343985.15","      12921","     380768","         12.73"
"TATAMTRDVR","EQ","15-Jul-2019","         77.15","         77.15","         78.50","         75.65","         77.80","         77.85","         77.42","    2120016","           164129785.80","      11142","     220203","         10.39"
"TATAMTRDVR","EQ","16-Jul-2019","         77.85","         77.00","         81.30","         77.00","         81.20","         80.90","         80.44","    6449359","           518814215.65","      17531","    2975034","         46.13"
"TATAMTRDVR","EQ","17-Jul-2019","         80.90","         80.15","         82.05","         79.10","         80.35","         80.25","         80.45","    3628282","           291894536.65","      13276","     759629","         20.94"
"TATAMTRDVR","EQ","18-Jul-2019","         80.25","         80.25","         80.25","         76.50","         76.60","         76.90","         77.42","    2668472","           206600723.15","      12282","     656485","         24.60"
"TATAMTRDVR","EQ","19-Jul-2019","         76.90","         77.20","         77.60","         73.35","         73.40","         73.70","         74.67","    3057508","           228311705.10","      16717","     784161","         25.65"
"TATAMTRDVR","EQ","22-Jul-2019","         73.70","         73.75","         76.00","         73.60","         74.90","         74.75","         74.62","    1870705","           139596585.25","       8790","     238380","         12.74"
"TATAMTRDVR","EQ","23-Jul-2019","         74.75","         75.20","         75.95","         73.90","         75.10","         75.20","         75.04","    1913179","           143557228.20","       8461","     547907","         28.64"
"TATAMTRDVR","EQ","24-Jul-2019","         75.20","         75.10","         76.20","         71.80","         71.90","         72.25","         72.97","    2479450","           180936786.60","      11202","     630937","         25.45"
"TATAMTRDVR","EQ","25-Jul-2019","         72.25","         72.00","         72.75","         69.30","         69.70","         69.80","         70.77","    3497569","           247527974.20","      15931","     700082","         20.02"
"TATAMTRDVR","EQ","26-Jul-2019","         69.80","         69.00","         72.45","         66.90","         71.10","         70.90","         70.89","    6197090","           439286886.35","      25502","     726234","         11.72"
"TATAMTRDVR","EQ","29-Jul-2019","         70.90","         70.90","         70.90","         66.00","         66.80","         66.60","         67.62","    4521192","           305708778.45","      18846","     893792","         19.77"
"TATAMTRDVR","EQ","30-Jul-2019","         66.60","         66.90","         68.05","         64.30","         64.45","         64.60","         66.29","    4452709","           295148097.50","      26819","    1102595","         24.76"
"TATAMTRDVR","EQ","31-Jul-2019","         64.60","         64.40","         66.05","         64.00","         65.15","         65.15","         65.07","    2987910","           194419004.95","      12726","     679263","         22.73"
"TATAMTRDVR","EQ","01-Aug-2019","         65.15","         64.95","         65.45","         61.40","         62.80","         62.75","         62.89","    4795330","           301592274.75","      19027","     756038","         15.77"
"TATAMTRDVR","EQ","02-Aug-2019","         62.75","         60.80","         63.85","         60.55","         62.20","         62.25","         61.96","    9630083","           596693809.00","      27141","    3233840","         33.58"
"TATAMTRDVR","EQ","05-Aug-2019","         62.25","         61.40","         61.40","         58.20","         58.50","         58.75","         59.09","    8597787","           508068695.65","      25645","    2884843","         33.55"
"TATAMTRDVR","EQ","06-Aug-2019","         58.75","         58.00","         60.05","         57.35","         58.35","         58.20","         58.63","    8170704","           479047759.85","      29767","    2795686","         34.22"
